所管課,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
生涯学習課,82333,156,茨城県,行方市,行方市玉造B＆G海洋センター・行方市玉造運動場,ナメガタシタマツクリB&Gカイヨウセンター・ナメガタシタマツクリウンドウジョウ,玉造運動場,,茨城県行方市玉造甲3190,,36.100305,140.434567,0299-55-3211,,,行方市,日火水木金土,8:30,22:00,・年末年始（12月29日から1月3日まで）は休館,体育館・プール・テニスコート・柔剣道場,,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,157,茨城県,行方市,行方市玉造B＆G海洋センター　艇庫,ナメガタシタマツクリB&Gカイヨウセンター　テイコ,海洋センター艇庫,,茨城県行方市沖洲14,,36.143173,140.376025,,,,行方市,日火水木金土,8:30,17:15,・年末年始（12月29日から1月3日まで）は休館,,階段無し,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,158,茨城県,行方市,行方市玉造運動場　浜野球場,ナメガタシタマツクリウンドウジョウ　ハマヤキュウジョウ,浜野球場,,茨城県行方市浜2454,,36.123012,140.401984,,,,行方市,日火水木金土,8:30,22:00,・年末年始（12月29日から1月3日まで）は休館,,,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,159,茨城県,行方市,行方市玉造運動場　泉野球場,ナメガタシタマツクリウンドウジョウ　イズミヤキュウジョウ,泉野球場,,茨城県行方市玉造甲3251-1,,36.103131,140.439711,,,,行方市,日火水木金土,8:30,22:00,・年末年始（12月29日から1月3日まで）は休館,,,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,160,茨城県,行方市,行方市玉造運動場　弓道場,ナメガタシタマツクリウンドウジョウ　キュウドウジョウ,玉造弓道場,,茨城県行方市玉造乙1184,,36.108034,140.414288,,,,行方市,日火水木金土,8:30,22:00,・年末年始（12月29日から1月3日まで）は休館,,階段無し,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,161,茨城県,行方市,行方市玉造艇庫,ナメガタシタマツクリテイコ,玉造艇庫,,茨城県行方市玉造甲1962-5,,36.095624,140.40226,,,,行方市,日火水木金土,8:30,17:15,・年末年始（12月29日から1月3日まで）は休館,,階段無し,https://www.city.namegata.ibaraki.jp/page/page000128.html,
生涯学習課,82333,162,茨城県,行方市,行方市玉造農村環境改善センター,ナメガタシタマツクリノウソンカンキョウカイゼンセンター,農村環境改善センター,,茨城県行方市玉造甲3180,,36.100054,140.434471,,,,行方市,日火水木金土,8:30,22:00,・年末年始（12月29日から1月3日まで）は休館,玉造地区放課後児童クラブ事務所として一部使用,階段無し,https://www.city.namegata.ibaraki.jp/map.php?type=0&category=3,
生涯学習課,82333,163,茨城県,行方市,行方市三昧塚古墳農村公園,ナメガタシサンマイヅカコフンノウソンコウエン,三昧塚古墳農村公園,,茨城県行方市沖洲467-1ほか,,36.154671,140.366062,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page001406.html,
水道課,82333,164,茨城県,行方市,行方市繁昌配水場,ナメガタシハンジョウハイスイジョウ,繁昌配水場,,茨城県行方市繁昌1018-12,,36.061597,140.514451,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,165,茨城県,行方市,行方市次木配水場,ナメガタシナミキハイスイジョウ,次木配水場,,茨城県行方市次木390-15,,36.093562,140.479457,0291-34-6780,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,166,茨城県,行方市,行方市泉配水場,ナメガタシイズミハイスイジョウ,泉配水場,,茨城県行方市玉造甲3452-1,,36.106417,140.444178,0299-55-1108,,,行方市,月火水木金,8:30,17:15,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,水道課事務所,優先駐車場有り;スロープ有り;階段無し,https://www.city.namegata.ibaraki.jp/map.php?type=0&category=14,
水道課,82333,167,茨城県,行方市,行方市新原浄水場,ナメガタシシンパラジョウスイジョウ,新原浄水場,,茨城県行方市小高1629-32,,36.021205,140.498664,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,168,茨城県,行方市,行方市蔵川浄水場,ナメガタシクラカワジョウスイジョウ,蔵川浄水場,,茨城県行方市蔵川600-2,,36.029376,140.525835,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,169,茨城県,行方市,行方市行方浄水場,ナメガタシナメカタジョウスイジョウ,行方浄水場,,茨城県行方市行方899-3,,36.045288,140.461105,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,170,茨城県,行方市,行方市山田浄水場,ナメガタシヤマダジョウスイジョウ,山田浄水場,,茨城県行方市山田2361-1,,36.080841,140.524002,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,171,茨城県,行方市,行方市井上浄水場,ナメガタシイノウエジョウスイジョウ,井上浄水場,,茨城県行方市井上1166-1,,36.066819,140.447143,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,172,茨城県,行方市,行方市谷島浄水場,ナメガタシヤジマジョウスイジョウ,谷島浄水場,,茨城県行方市谷島220,,36.111888,140.406263,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,173,茨城県,行方市,行方市中山浄水場,ナメガタシナカヤマジョウスイジョウ,中山浄水場,,茨城県行方市芹沢1656-3,,36.135475,140.435366,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
水道課,82333,174,茨城県,行方市,行方市上山浄水場,ナメガタシカミヤマジョウスイジョウ,上山浄水場,,茨城県行方市芹沢920-57,,36.155716,140.444082,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
